amostras;pos_x;pos_y;dir_XY
387;112,5752649;78,89226506;0
388;113,4076117;104,4853437;0
389;103,1643708;106,8323061;0
390;114,6736511;111,7973514;0
391;79,12764229;96,76235802;2
392;91,69078819;109,643918;1
393;97,36544396;98,71242835;1
394;106,9195153;105,5146302;0
395;109,3012659;109,1665243;0
396;108,1375674;103,814057;0
397;81,05577106;104,182823;2
398;97,6660547;104,7055437;1
399;117,2359705;94,25681381;0
400;112,1131279;99,73183549;0
401;116,715785;96,7002168;0
402;114,0350494;87,98348315;0
403;110,3108732;101,1858219;0
404;87,49863153;93,79222118;2
405;87,15015863;100,5207994;2
406;103,4991672;103,0455567;0
407;100,8175334;115,785281;0
408;103,3086735;80,2241291;0
409;101,5340561;97,45483592;0
410;111,3738224;102,584693;0
411;108,5393822;116,1071512;0
412;96,71395017;106,4762389;1
413;92,092512;95,39079454;1
414;103,9427164;109,5024006;0
415;87,42136995;102,9567332;2
416;114,7662831;104,2706461;0
417;119,8740963;108,0918426;0
418;102,1402116;102,0252855;0
419;84,28611434;93,64499672;2
420;103,128207;113,955605;0
421;109,9104227;107,6128572;0
422;96,52848146;97,93956249;1
423;83,46697794;93,58308287;2
424;96,56745331;104,8590664;1
425;96,05728362;94,50228643;1
426;120,2578121;87,73248535;0
427;107,0111582;97,78615347;0
428;105,0371796;106,9389671;0
429;104,3277055;112,337614;0
430;87,88368885;106,076607;2
431;84,49561645;107,2071657;2
432;104,9332357;104,9686832;0
433;113,8770247;94,27665216;0
434;108,5614374;99,21776634;0
435;91,17853804;94,32793629;1
436;88,35619408;97,92236167;2
437;112,4066901;104,6441073;0
438;111,256293;91,90390554;0
439;101,8592459;95,09525423;0
440;101,2814098;100,4947651;0
441;111,0524979;84,09120963;0
442;89,37285;95,96866473;2
443;93,5999881;90,42888703;1
444;105,120728;126,9883458;0
445;102,5815325;122,8557838;0
446;83,53559931;114,40294;2
447;95,249118;111,2735961;1
448;110,2680133;108,1482312;0
449;93,42817318;91,44188223;1
450;101,0749545;103,7335553;0
451;88,59252628;94,80149881;2
452;102,5910253;110,9168468;0
453;94,62113465;99,1248842;1
454;116,7530288;104,7731646;0
455;122,8350473;108,5283659;0
456;105,0780386;84,56646608;0
457;88,35319275;87,82450348;2
458;107,0748911;116,8030056;0
459;113,8650194;101,123442;0
460;92,25976808;103,4625828;1
461;100,7791641;103,2537741;0
462;109,5928954;107,9903884;0
463;84,02577148;102,778188;2
464;79,71226549;102,5325221;2
465;104,578601;104,5158231;0
466;89,67348347;101,9909521;2
467;102,640104;91,11173565;0
468;100,6142841;107,7991899;0
469;105,0780386;85,88045855;0
470;102,0088919;97,92548806;0
471;104,642402;107,9273832;0
472;108,3590066;108,8519982;0
473;103,556147;122,7630153;0
474;104,3134378;93,48785877;0
475;123,4587787;111,1973804;0
476;88,67715476;109,9417093;2
477;112,3671498;109,8468718;0
478;83,80262696;103,3790457;2
479;107,3387127;109,0127287;0
480;111,8280923;93,77644144;0
481;105,120728;94,40055944;0
482;99,69893452;99,14639375;1
483;109,2495156;103,3660854;0
484;115,4108875;93,65716121;0
485;119,1796062;108,1941607;0
486;74,9034032;129,8154191;2
487;89,84665126;94,26854629;2
488;99,63999926;96,4120434;1
489;86,01190327;116,688;2
490;94,01973128;96,50572136;1
491;80,89688233;87,03756319;2
492;98,46129413;112,5989118;1
493;104,402591;94,51918029;0
494;104,2045485;110,2085778;0
495;112,3605787;87,63285021;0
496;94,23696408;102,4638666;1
497;94,28565616;103,9956831;1
498;83,4006303;96,34425194;2
499;85,95676516;107,236963;2
500;102,6876592;85,40229171;0
